RecId,Group,Title,Location,Method,Color,Aliases,Image,ImageCopyright,SushiAlias,ScientificName,Description,ConsumerNote,Summary,Alternatives,PDF1,PDF1Text,PDF2,PDF2Text,PDF3,PDF3Text,PDF4,PDF4Text,PDF5,PDF5Text,PDF6,PDF6Text,PDF7,PDF7Text
462,Salmon,Salmon,Marine Stewardship Council Certified,Wild,Yellow,"Chum, Pink, Chinook, Coho & Sockeye Salmon, Sake",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/salmon_chinook.jpg,© B. Guild Gillespie/www.chartingnature.com,Sake,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the  <a href=""javascript:openNewWindow('http://www.msc.org/track-a-fishery/fisheries-in-the-program/fisheries-by-species/fisheries-by-species#salmon','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">Marine Stewardship Council</a> (MSC) standard as equivalent to at least our yellow ""Good Alternative"" recommendation.    <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/msc.jpg"" alt=""MSC Certified"" />",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeadoodWatch_MSC_Benchmarking_Report.pdf,Marine Stewardship Council Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
404,Salmon,Salmon,"Fraser River, Washington",Reefnet,Yellow,Pink & Sockeye Salmon,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/salmon_chinook.jpg,© B. Guild Gillespie/www.chartingnature.com,NULL,"Oncorhynchus gorbuscha, Oncorhynchus nerka","<b>Seafood Watch recommends reefnet-caught sockeye salmon from the early summer run as a ""Best Choice,"" as the risk of catching endangered salmon is at its lowest. All other options are a ""Good Alternative.""</b>",NULL,"This recommendation is for a small reefnet fishery around Lummi and San Juan Islands, Washington State. A reefnet is a native tribal method, that's been adapted for commercial fishing. The fishing gear is carried between two boats and acts as artificial reefs that direct salmon into the net.<br><br>    This type of fishing is typically very low in bycatch. However, at certain times of year, up to five species of salmon are present in the waters around Lummi and the San Juan Islands. Some of these salmon are from runs listed as endangered. Salmon from these endangered populations may be migrating with salmon from healthy populations. The unique method of capture in this fishery also allows for the safe return of species, such as Chinook, that are known to be endangered.<br><br>    Reefnet-caught sockeye from the Fraser River early-summer run is a ""Best Choice,"" and a ""Good Alternative"" when caught later in the season. Reefnet-caught pink salmon from the Fraser River is a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_WashingtonReefnetSalmon_Report.pdf, Fraser River Salmon Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
405,Salmon,Salmon,"Fraser River (early Summer-run), Washington",Reefnet,Green,Sockeye Salmon,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/salmon_chinook.jpg,© B. Guild Gillespie/www.chartingnature.com,NULL,NULL,"<b>Seafood Watch recommends reefnet-caught sockeye salmon from the early summer run as a ""Best Choice,"" as the risk of catching endangered salmon is at its lowest. All other options are a ""Good Alternative.""</b>",NULL,"This recommendation is for a small reefnet fishery around Lummi and San Juan Islands, Washington State. A reefnet is a native tribal method, that's been adapted for commercial fishing. The fishing gear is carried between two boats and acts as artificial reefs that direct salmon into the net.<br><br>    This type of fishing is typically very low in bycatch. However, at certain times of year, up to five species of salmon are present in the waters around Lummi and the San Juan Islands. Some of these salmon are from runs listed as endangered. Salmon from these endangered populations may be migrating with salmon from healthy populations. The unique method of capture in this fishery also allows for the safe return of species, such as Chinook, that are known to be endangered.<br><br>    Reefnet-caught sockeye from the Fraser River early-summer run is a ""Best Choice,"" and a ""Good Alternative"" when caught later in the season. Reefnet-caught pink salmon from the Fraser River is a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_WashingtonReefnetSalmon_Report.pdf, Fraser River Salmon Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
250,Salmon,Salmon Roe,Alaska,"Drift Gillnet, Purse Seine, Troll",Green,Ikura,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/smelt_roe.jpg,© Lori Alden,Ikura,Oncorhyncus spp.,"<b>Wild-caught <span id=""nolink"">salmon</span> from Alaska is considered a ""Best Choice"" and the majority is certified as <span id=""nolink"">sustainable</span> to the standard of the <a href=""javascript:openNewWindow('http://www.msc.org/ ','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">   <span id=""nolink"">Marine</span> Stewardship Council (MSC).</a><img src=""http://www.mbayaq.org/cr/cr_seafoodwatch/content/images/factsheet/h_notes_msc.gif"" width=""23"" height""16"".""> Salmon roe from this fishery is also a ""Best Choice.""  </b>",Salmon roe prepared for sushi is known as ikura.,"Pacific salmon in Alaska are among the most intensively managed <span id=""nolink"">species</span> in the world, with excellent monitoring of the fish populations and the fishery.  <br><br>    Alaska salmon dominates West Coast salmon in the market. Over the past twenty years, Alaska has <span id=""nolink"">landed</span> roughly 10 times as much salmon as California, Oregon and Washington combined.  <br><br>    Freshwater habitats in Alaska have remained relatively pristine, and salmon originating in Alaska do not face the same challenges as those in California and the Pacific Northwest, such as damming, deforestation and development. The current health of Alaska salmon and its habitat reflects the success of the state's management practices.  <br><br>    Wild-caught salmon from Alaska is a ""Best Choice,"" due to the health and abundance of the population and effective management of the fishery and habitat.","Seafood Watch recommends wild-caught salmon from Alaska, California, Oregon and Washington as these are ocean-friendly choices.",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_USPacificSalmonReport.pdf,U.S. Pacific Salmon Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
133,Salmon,"Salmon, Atlantic",Scotland,Farmed in Net Pens,Red,"Farmed Salmon, Sake",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/salmon_atlantic.jpg,© Monterey Bay Aquarium,Sake,"Salmo salar, Oncorhyncus tshawit","<b>Open net pen farmed Atlantic salmon from Scotland receive an ""Avoid"" due to high concerns regarding the use of chemicals, the impacts of escapes, and the transfer of parasites to wild populations of salmon and sea trout.</b>",NULL,"Salmon farmed in open net pens are vulnerable to infection from diseases and parasites, and farms use antibiotics and pesticides to treat or control infection. Although antibiotic use in Scotland is low, there are no regulatory limits on total use should a disease outbreak occur. Pesticide use to control parasitic sea lice in Scotland is high.  <br></br>  The salmon farming industry in Scotland is located in important areas for wild salmon and sea trout populations. The impacts of escaping farmed salmon on wild salmon populations are a high concern, as are the impacts of parasitic sea lice on wild salmon and particularly sea trout.  <br></br>  Consumers interested in purchasing salmon are encouraged to look for either wild-caught salmon, U.S.-farmed freshwater coho salmon that is clearly labeled, or Verlasso® salmon, and ""Avoid"" most farmed Atlantic salmon.  <br></br>",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedScotlandSalmon_Report.pdf,Scottish Farmed Atlantic Salmon Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedSalmonSummary.pdf,Atlantic Salmon Four Region Summary,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/Farmed_Salmon_FactSheet.pdf,Farmed Atlantic Salmon Fact Sheet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
519,Salmon,"Salmon, Atlantic","British Columbia, Canada",Farmed in Net Pens,Red,"Farmed Salmon, Sake",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/salmon_atlantic.jpg,© Monterey Bay Aquarium,Sake,"Salmo salar, Oncorhyncus tshawit","<b>Open net pen farmed Atlantic salmon from British Columbia receive an ""Avoid"" due to high concerns regarding the use antibiotics important to human health, and the potential for parasite and disease transfer to wild salmon populations. </b>",The majority of salmon farmed today are Atlantic salmon. A small quantity of Pacific salmon - Chinook and coho - is also farmed. Salmon is known as sake when prepared for sushi.,"Salmon farmed in open net pens are vulnerable to infection from diseases and parasites, and are treated with antibiotics and pesticides.  Pesticide use is low in British Columbia. Although antibiotic use has declined there, the majority of types used are highly-important for treating infections in humans and there are no regulatory limits on total use should a disease outbreak occur.  <br></br>  The Atlantic salmon farming industry in British Columbia is located on important migration routes for young wild Pacific salmon and there continues to be a high concern regarding the potential transfer of diseases and parasites to wild fish populations.   <br></br>  Consumers interested in purchasing salmon are encouraged to look for either wild-caught salmon, U.S.-farmed freshwater coho salmon that is clearly labeled, or Verlasso®  salmon, and ""Avoid"" other farmed Atlantic salmon.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedBCSalmon_Report.pdf,Canadian Pacific Farmed Atlantic Salmon Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedSalmonSummary.pdf,Atlantic Salmon Four Region Summary,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/Farmed_Salmon_FactSheet.pdf,Farmed Atlantic Salmon Fact Sheet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
520,Salmon,"Salmon, Atlantic",Norway,Farmed in Net Pens,Red,"Farmed Salmon, Sake",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/salmon_atlantic.jpg,© Monterey Bay Aquarium,Sake,"Salmo salar, Oncorhyncus tshawit","<b>Open net pen farmed Atlantic salmon from Norway receive an ""Avoid"" due to high concerns regarding the use of chemicals, the impacts of escapes on wild salmon and sea trout, and the transfer of parasites to wild populations. </b>",The majority of salmon farmed today (and all salmon farmed in Norway) are Atlantic salmon. A small quantity of Pacific salmon - Chinook and coho - is also farmed. Salmon is known as sake when prepared for sushi.,"Salmon farmed in open net pens are vulnerable to infection from diseases and parasites, and are treated with antibiotics and pesticides. Pesticide use in Norway to control parasitic sea lice is high. Although antibiotic use has declined in Norway, the majority used there are critically important for treating human diseases, and there are no regulatory limits on total use should a disease outbreak occur.   <br></br>  The salmon farming industry in Norway is located in important areas for wild salmon and sea trout populations. The impacts of escaping farmed salmon on wild salmon populations are a high concern, as are the impacts of parasitic sea lice on wild salmon and particularly sea trout.  <br></br>  Consumers interested in purchasing salmon are encouraged to look for either wild-caught salmon, U.S.-farmed freshwater coho salmon that is clearly labeled, or Verlasso® salmon, and ""Avoid"" most farmed Atlantic salmon.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedNorwaySalmon_Report.pdf,Norwegian Farmed Atlantic Salmon Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedSalmonSummary.pdf,Atlantic Salmon Four Region Summary,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/Farmed_Salmon_FactSheet.pdf,Farmed Atlantic Salmon Fact Sheet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
517,Salmon,"Salmon, Atlantic",Chile,Farmed in Net Pens,Red,"Farmed Salmon, Sake",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/salmon_atlantic.jpg,© Monterey Bay Aquarium,Sake,"Salmo salar, Oncorhyncus tshawit","<b>Open net pen farmed Atlantic salmon from Chile receive an ""Avoid"" due to critical concern regarding the very high use of chemicals and a high concern regarding the industry's intensity of production and expansion into pristine areas in southern Chile. </b>",The majority of salmon farmed today are Atlantic salmon. A small quantity of Pacific salmon - Chinook and coho - is also farmed. Salmon is known as sake when prepared for sushi.,"Salmon farmed in open net pens are vulnerable to infection from diseases and parasites, and in Chile are treated with very high levels of antibiotics and pesticides. There are no regulations to limit their total use in Chile.  <br></br>  Unlike other major salmon farming regions, Chile does not have native wild salmon populations, and although the industry has frequent disease and parasite problems, they do not significantly impact wild fish populations. Salmon farming has expanded rapidly in Chile with many farms located too close to each other.  The potential for pollution impacts as the farms expand further south into pristine environments is of high concern.  <br></br>  Consumers interested in purchasing salmon are encouraged to look for either wild-caught salmon, U.S.-farmed freshwater coho salmon that is clearly labeled, or Verlasso®  salmon, and ""Avoid"" most farmed Atlantic salmon.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedChileSalmon_Report.pdf,Chilean Farmed Atlantic Salmon Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedSalmonSummary.pdf,Atlantic Salmon Four Region Summary,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/Farmed_Salmon_FactSheet.pdf,Farmed Atlantic Salmon Fact Sheet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
415,Salmon,"Salmon, Atlantic: Verlasso (R)",Chile,Farmed,Yellow,Verlasso (R),http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/Salmon_verlasso.jpg,Verlasso®,NULL,Salmo Salar,"<b>Farmed Atlantic salmon from Verlasso® is a ""Good Alternative"". Many potential environmental problems exist with farming salmon in open pens; efforts to minimize these impacts by Verlasso® have reduced the degree of these concerns. </b>","The majority of salmon  farmed today are Atlantic salmon. A small quantity of Pacific salmon - Chinook and Coho - is also farmed. This recommendation only applies to farmed Atlantic salmon from Verlasso®, farmed in net pens in Chile. Salmon is known as sake when prepared for sushi.","Verlasso® is a proprietary brand of AquaChile, which is the largest producer of farmed Atlantic salmon in Chile. Chile is one of the world's top salmon producing countries. Verlasso® uses a genetically modified yeast as a feed ingredient, thereby reducing its reliance on fishmeal and fish oil from wild fish. The salmon are farmed at lower densities than typical industry standards, and while chemical use is lower than the norm in Chile, antibiotic and pesticide use for Verlasso remains a high concern.  <br></br>  Despite the open nature of its net pens, Verlasso® has demonstrated an improvement upon the issues surrounding pollution and habitat damage. Atlantic salmon are not native, but studies show these salmon are very unlikely to establish self-sustaining wild populations in Chile. While disease has caused production problems in Chile as a whole, the potential effects on wild Chilean fish are not currently a high concern and therefore the risk of impacts from both escape and disease events are now considered moderate.  <br></br>  The current practices of Verlasso® result in a ""Good Alternative"" recommendation.   <br></br>  Verlasso® Salmon is sold in the United States as the brands Verlasso® and Verlasso® Harmoniously Raised Fish.  <br></br>  <img src=""/cr/cr_seafoodwatch/content/images/logo-verlasso.gif"" alt=""Verlasso®"" width=""148"" height=""89""><img src=""/cr/cr_seafoodwatch/content/images/logo-verlasso-fish.gif"" alt=""Verlasso®"" width=""66"" height=""53"">",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_VerlassoFarmedSalmonReport.pdf,Verlasso® Farmed Salmon,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
332,Salmon,"Salmon, Coho","British Columbia, Canada",Wild,Yellow,"Sake, Silver Salmon",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/Coho-SalmonMBA.jpg,© Monterey Bay Aquarium,Sake,Oncorhyncus spp.,"<b>Many populations of Pacific salmon have declined dramatically. Though many fisheries catch fish from endangered, threatened or depleted populations, the British Columbia coho fishery has reduced impacts on these vulnerable populations. </b>","Buyer beware! Different species of salmon are sold under many names - and several are available from farmed and wild sources. Use our recommendations to find the ""Best Choices."" Salmon is known as sake when prepared for sushi.","Salmon populations have declined dramatically due to habitat loss, climatic shifts, historic overfishing and other factors. Salmon are born in freshwater and then migrate to the ocean where they grow and mature before returning to their birthplace to spawn. When freshwater rivers and streams are damaged or destroyed through dam construction, water diversions, deforestation and urban development, salmon are impacted.  <br><br>    Many populations of wild salmon in the Pacific Northwest are endangered, threatened or depleted. Salmon from these populations mix with salmon from more abundant populations in the ocean, making it difficult for fisheries to target only the healthy salmon. However, the coho fishery in British Columbia takes action to limit its catch of endangered, threatened or depleted populations.  <br><br>    Coho salmon from British Columbia is a ""Good Alternative.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_BCCohoSalmonReport.pdf,British Columbia Coho Salmon Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
284,Salmon,"Salmon, Coho",U.S.,Farmed in Tank Systems,Green,"Sake, Silver Salmon",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/Coho-SalmonMBA.jpg,© Monterey Bay Aquarium,NULL,Oncorhynchus kisutch,"<b>U.S. farmed freshwater coho salmon is a ""Best Choice"" due to the reduced risk of escaped fish and the spread of pollution and disease to the surrounding environment. However, consumers should ""Avoid"" farmed salmon raised in open net pens.</b>","Coho is one of the five salmon species native to the North Pacific. Like other species of salmon, coho can be wild-caught or farmed. Currently, the majority of farmed coho salmon is raised in open net pens and gets an ""Avoid"" rating. However, the small percentage of coho salmon that's farmed in inland tanks in the U.S. is a ""Best Choice."" All salmon is known as sake when prepared for sushi.","Most salmon farms raise their fish in open net pens that don't offer a barrier or protection to the surrounding environment. As a result, fish waste, chemicals and other pollution, disease, parasites and even the farmed fish themselves escape the farm to impact the local environment and the wild fish that live there.  <br><br>     Closed systems contain the fish and water within the farm rather than releasing them into the environment. In addition, the use of disease-free source water and strict security protocols minimize the spread of disease from farms to the wild. For these reasons, closed systems impact the environment less than open net pens.  <br><br>    All farmed salmon rely on wild-caught fish - in the form of fishmeal or fish oil - for food. U.S. farmed freshwater coho salmon currently require much less wild fish in their feed than do other farmed salmon.  <br><br>    Thanks to these innovations, U.S. farmed freshwater coho salmon is a ""Best Choice,"" while traditional farmed salmon is ranked as ""Avoid.""","Seafood Watch recommends wild-caught salmon from Alaska, Washington and Oregon (north of Cape Falcon) as these are ocean-friendly choices. ""Avoid"" salmon farmed in open net pens. Salmon farmed on land in ""closed"" or ""contained"" farms is a viable alternative that points the way to a more environmentally-friendly future for salmon farming.",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_USFreshwaterCohoSalmonReport.pdf,U.S. Farmed Freshwater Coho Salmon Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
518,Salmon,"Salmon, Coho",Chile,Farmed in Net Pens,Red,"Farmed & Silver Salmon, Sake",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/Coho-SalmonMBA.jpg,© Monterey Bay Aquarium,Sake,Oncorhynchus kisutch,"<b>Open net pen farmed coho salmon from Chile receive an""Avoid"" due to critical concerns regarding the very high use of chemicals, high concern regarding the  impact of escaping coho salmon in the wild, and the industry's expansion into pristine areas in southern Chile. </b>",The majority of salmon farmed today are Atlantic salmon. A small quantity of Pacific salmon - Chinook and coho - is also farmed. Salmon is known as sake when prepared for sushi.,"Salmon farmed in open net pens are vulnerable to infection from diseases and parasites, and in Chile are treated with very high levels of antibiotics and pesticides.  There are no regulations to limit their total use in Chile.  <br></br>  Unlike other major salmon farming regions, Chile does not have natural wild salmon populations, but coho salmon are becoming established there partly as a result of escapes from farms. Salmon farming expanded rapidly in Chile and there remains a high concern for potential pollution impacts as the farms expand further south into pristine environments.  <br></br>  Consumers interested in purchasing salmon are encouraged to look for either wild-caught salmon, U.S.-farmed freshwater coho salmon that is clearly labeled, or Verlasso® salmon, and ""Avoid"" most farmed Atlantic salmon.  <br></br>",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedChileSalmon_Report.pdf,Chilean Farmed Salmon Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_FarmedSalmonSummary.pdf,Atlantic Salmon Four Region Summary,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/Farmed_Salmon_FactSheet.pdf,Farmed Atlantic Salmon Fact Sheet,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
65,Sanddabs,"Sanddabs, Pacific",U.S. Pacific,Wild,Yellow,"Megrim, Mottled Sanddabs, Soft Flounder",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/sanddab.jpg,© Monterey Bay Aquarium,NULL,Citharichthys sordidus,"<b>Like other Pacific flatfish, sanddab is a ""Good Alternative"" to those from the Atlantic, where historical overfishing has reduced populations. Most sanddabs are caught using habitat damaging bottom trawls and are rated as a ""Good Alternative.""</b>","Over 13 species of flatfish are regularly caught in the Pacific. Common market names include sole, sanddab, turbot, plaice, fluke, flounder and halibut. Pacific flatfish, like their Atlantic cousins, are known as hirame when prepared for sushi.","Sanddabs are a small-sized flatfish native to the West Coast of North America and are a favorite West Coast seafood.  <br><br>    Sanddabs are caught by trawling on soft seafloor habitats along the continental shelf. Although bottom trawling on sandy or muddy seafloor is less damaging to essential fish habitat than trawling over rocky habitats, it does affect habitat and reduce species diversity. Other fishing methods, such as Scottish seine and handline, are used by some fishermen and have minimal impact on the seafloor.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_PacificSolesReport.pdf,Pacific Flatfishes Seafood Watch Report,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_Harpooning&HookandLiningFactCards.pdf,Hook and Lining Fact Card,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
463,Sardine,Sardines,Marine Stewardship Council Certified,Wild,Yellow,"European Pilchard, Iwashi, Pilchard, Sardine",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/sardine.jpg,© Monterey Bay Aquarium,Iwashi,NULL,NULL,NULL,"<p></p>  Seafood Watch conducted an <a href="" http://www.seafoodwatch.org/cr/cr_seafoodwatch/sfw_eco_certification.aspx "" target=""_blank"" style=""color:#222222;""><span style=""color:#222222;""> eco-certification benchmarking study</span></a> to identify which standards are consistent with our sustainability criteria. We identified the  <a href=""javascript:openNewWindow('http://www.msc.org/track-a-fishery/fisheries-in-the-program/fisheries-by-species/fisheries-by-species#sardine-pilchard','popup','popup',780,580,'scrollbars,toolbar,resizable,location')"" title=""Learn more on the MSC web site.""><gif"" width=""23"" height""16"" title=""Learn more on the MSC web site."">Marine Stewardship Council</a> (MSC) standard as equivalent to at least our yellow ""Good Alternative"" recommendation.      <img style=""max-height: 74px; display: block"" src=""/cr/cr_seafoodwatch/content/images/eco/logos/msc.jpg"" alt=""MSC Certified"" />",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch-Benchmarking-FAQs.pdf,Eco-Certification Benchmarking Project,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/eco/MBA_SeadoodWatch_MSC_Benchmarking_Report.pdf,Marine Stewardship Council Benchmarking Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
331,Sardine,"Sardines, Atlantic",Mediterranean,Wild,Red,"European Pilchard, Iwashi, Pilchard, Sardine",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/sardine_atlantic.jpg,© Scandinavian Fishing Yearbook/www.scandfish.com,NULL,Sardina pilchardus,"<b>Many populations of Atlantic sardines in the Mediterranean are declining due to overfishing. This, and ineffective fishery management, result in an ""Avoid"" rating.</b>","The name ""sardines"" applies to many small fishes of the herring family, but most commonly to Pacific sardines. Sardines are known as iwashi when prepared for sushi.","Sardines reproduce rapidly, but their populations depend on favorable marine conditions.  <br><br>    In the Mediterranean, sardines are fished by a number of countries including Albania, France, Greece, Italy, Montenegro, Morocco, Spain and Turkey. For many of these fisheries, population size is unknown. The populations that are being monitored reveal that many are depleted and continue to decline.    <br><br>    In the Mediterranean, management of sardine fisheries is critically ineffective. Nations frequently ignore scientific advice when setting regulations and existing regulations are poorly enforced. Management has failed to maintain Atlantic sardine populations, despite the species' inherent resilience to fishing pressure.  <br><br>    As a result of ineffective management and overfishing, consumers should ""Avoid"" Atlantic sardines from the Mediterranean. Instead, choose the relatively abundant and well-managed Pacific sardines from U.S. waters - a Seafood Watch ""Best Choice.""",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/BOI_SeafoodWatch_AtlanticSardine_EUAnchovyReport.pdf,Atlantic Sardines BOI Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
414,Sardine,"Sardines, Pacific","U.S., Canada",Purse Seine,Green,"Iwashi, Pilchard, Sardine",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/sardine.jpg,© Monterey Bay Aquarium,Iwashi,Sardinops sagax,"<b>Pacific sardines are a ""Best Choice"" as there's little bycatch and low habitat impacts. However, sardine populations are vulnerable to natural fluctuations with changing ocean conditions, and when combined with fishing there's the potential for steep declines, even if best management practices are followed.</b>","The name ""sardines"" is applied to many small fishes of the herring family, but most commonly refers to Pacific sardines. Sardines are known as iwashi when prepared for sushi.","Pacific sardines are fished with purse seines. This type of fishing gear does not make contact with the ocean floor in this fishery, and so there are low concerns about habitat impacts. This type of gear is also an efficient way to catch schooling fish, such as sardines, with minimal bycatch of other species.<br><br>    Sardines reproduce rapidly, but their populations depend on favorable ocean conditions, which have natural variability, in addition to warming oceans associated with global climate change.<br><br>    Sardines are an important part of the oceanic food web, sometimes known as ""forage fish."" Many species of forage fish are used as bait, or to feed some farm-raised  fish such as bluefin tuna.<br><br>    Changing ocean conditions and fishing pressure on this species for animal feed is of concern to scientists and fisheries managers, who are assessing how best to manage this species, both as a source of food for human consumption, and for ocean wildlife who depend on it.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_PacificSardineReport.pdf,Pacific Sardines Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
154,Scad,"Scad, Big-eye",Hawaii,Wild,Green,"Akule, Hahalalu",http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/images/fish/scad_bigeye.jpg,© Diane Rome Peebles,Akule,Selar crumenophthalmus,<b>Big-eye and mackerel scad populations are healthy and abundant in Hawaiian waters.</b>,NULL,"Big-eye and mackerel scad live in shallow coastal waters where they travel in schools of hundreds to thousands. They are culturally important to native Hawaiians who have fished them for generations. Scad are resilient to fishing pressure, since they mature quickly and produce numerous offspring.  <br><br>    Forty years of fisheries data and recent population assessments indicate that big-eye and mackerel scad are healthy and not overfished in Hawaiian waters. They're caught in commercial, subsistence and recreational fisheries using handlines and small mesh nets - techniques with very little bycatch.",NULL,http://www.seafoodwatch.org/cr/cr_seafoodwatch/content/media/MBA_SeafoodWatch_HIScadsAkuleOpeluReport.pdf,Hawaiian Scad Seafood Watch Report,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL
